,tweet,is_sarcastic,no_stopwords,tokenized,tokenized_no_stopwords
1736,i just love living in a haunted house. #not ðÿ˜ðÿ‘» ,1,love living haunted house. #not ðÿ˜ðÿ‘»,i just love living in a haunted house . # not ðÿ˜ðÿ ‘ »,love living haunted house . # not ðÿ˜ðÿ ‘ »
1737,im eating una sopa huevona right now and watching cupcake wars.... loving life... #misshighschool #not ,1,im eating una sopa huevona right watching cupcake wars.... loving life... #misshighschool #not,im eating una sopa huevona right now and watching cupcake wars .... loving life ... # misshighschool # not,im eating una sopa huevona right watching cupcake wars .... loving life ... # misshighschool # not
1738,was great to hear you speak last week in cornfield's class! thanks so much! ,0,great hear speak last week cornfield's class! thanks much!,was great to hear you speak last week in cornfield 's class ! thanks so much !,great hear speak last week cornfield 's class ! thanks much !
1739,"jack calm yourself down and go speak to your parents, like yourself danni is upset, you both have uni soon so need to calm down. ",0,"jack calm go speak parents, like danni upset, uni soon need calm down.","jack calm yourself down and go speak to your parents , like yourself danni is upset , you both have uni soon so need to calm down .","jack calm go speak parents , like danni upset , uni soon need calm down ."
1740,can't wait to get up bright and early tmrw! tweet ,1,can't wait get bright early tmrw! tweet,ca n't wait to get up bright and early tmrw ! tweet,ca n't wait get bright early tmrw ! tweet
1741,i just love how my floor leaks when it rains! #not ,1,love floor leaks rains! #not,i just love how my floor leaks when it rains ! # not,love floor leaks rains ! # not
1742,i would love to speak with you so that the issue can be resolved. ,0,would love speak issue resolved.,i would love to speak with you so that the issue can be resolved .,would love speak issue resolved .
1743,idk. this gives people space to speak on their frustrations so...let it out. ,0,idk. gives people space speak frustrations so...let out.,idk . this gives people space to speak on their frustrations so ... let it out .,idk . gives people space speak frustrations so ... let out .
1744,bitches so fucking goofy just looking for a fucking reason to speak to me ! like bitch you're a fucking fan !!! ,0,bitches fucking goofy looking fucking reason speak ! like bitch fucking fan !!!,bitches so fucking goofy just looking for a fucking reason to speak to me ! like bitch you 're a fucking fan ! ! !,bitches fucking goofy looking fucking reason speak ! like bitch fucking fan ! ! !
1745,a guy cheated on three different girls who found out -- john tucker must die: real life edition ,1,guy cheated three different girls found -- john tucker must die: real life edition,a guy cheated on three different girls who found out -- john tucker must die : real life edition,guy cheated three different girls found -- john tucker must die : real life edition
1746,i have some really offensive things on my mind sometimes so i'm try to speak with a filter ,0,really offensive things mind sometimes i'm try speak filter,i have some really offensive things on my mind sometimes so i 'm try to speak with a filter,really offensive things mind sometimes i 'm try speak filter
1747,good thing the only numbers i know by heart are and ðÿ˜­ tweet ,1,good thing numbers know heart ðÿ˜­ tweet,good thing the only numbers i know by heart are and ðÿ˜­ tweet,good thing numbers know heart ðÿ˜­ tweet
1748,i literally get paid to do my homework at work. #notcomplaining ,1,literally get paid homework work. #notcomplaining,i literally get paid to do my homework at work . # notcomplaining,literally get paid homework work . # notcomplaining
1749,so angry with my stupid phone not workingðÿ˜© if anyone wants to speak to me phone or dm me ,0,angry stupid phone workingðÿ˜© anyone wants speak phone dm,so angry with my stupid phone not workingðÿ˜© if anyone wants to speak to me phone or dm me,angry stupid phone workingðÿ˜© anyone wants speak phone dm
1750,great to see speak in the very room where so many called for his release #hrc27 #bahrain,0,great see speak room many called release #hrc27 #bahrain,great to see speak in the very room where so many called for his release # hrc27 # bahrain,great see speak room many called release # hrc27 # bahrain
1751,i would try to speak spanish for you but i can't so..hi. ,0,would try speak spanish can't so..hi.,i would try to speak spanish for you but i ca n't so .. hi .,would try speak spanish ca n't so .. hi .
1752,getting ignored is my favorite thing in the world. ,1,getting ignored favorite thing world.,getting ignored is my favorite thing in the world .,getting ignored favorite thing world .
1753,"if they wanted to speak privately, they should have requested so prior to saying things they wanted to keep private. ",0,"wanted speak privately, requested prior saying things wanted keep private.","if they wanted to speak privately , they should have requested so prior to saying things they wanted to keep private .","wanted speak privately , requested prior saying things wanted keep private ."
1754,i envy my wife's ability to just speak without fear of screwing up (she's 3rd-gen so her grammar isn't great),0,envy wife's ability speak without fear screwing (she's 3rd-gen grammar great),i envy my wife 's ability to just speak without fear of screwing up ( she 's 3rd-gen so her grammar is n't great ),envy wife 's ability speak without fear screwing ( she 's 3rd-gen grammar great )
1755,i perfer not to speak to you at all so is there anything else hoe ,0,perfer speak anything else hoe,i perfer not to speak to you at all so is there anything else hoe,perfer speak anything else hoe
1756,i love tripping on peoples shit in the morning #not #urnasty ,1,love tripping peoples shit morning #not #urnasty,i love tripping on peoples shit in the morning # not # urnasty,love tripping peoples shit morning # not # urnasty
1757,"i just love it when pimples overtake my face, it just makes me feel all warm and cozy inside      ",1,"love pimples overtake face, makes feel warm cozy inside","i just love it when pimples overtake my face , it just makes me feel all warm and cozy inside","love pimples overtake face , makes feel warm cozy inside"
1758,i'm in this really great habit of screwing up my right hand / wrist... #not #fml ,1,i'm really great habit screwing right hand / wrist... #not #fml,i 'm in this really great habit of screwing up my right hand / wrist ... # not # fml,i 'm really great habit screwing right hand / wrist ... # not # fml
1759,about to listen to speak!! his books have for so long inspired me #thisiswhy #smartiscool #inbound14,0,listen speak!! books long inspired #thisiswhy #smartiscool #inbound14,about to listen to speak ! ! his books have for so long inspired me # thisiswhy # smartiscool # inbound14,listen speak ! ! books long inspired # thisiswhy # smartiscool # inbound14
1760,"i love how if i make one tiny complaint you automatically defend the party in question, without fail.      ",1,"love make one tiny complaint automatically defend party question, without fail.","i love how if i make one tiny complaint you automatically defend the party in question , without fail .","love make one tiny complaint automatically defend party question , without fail ."
1761,"sometimes my head is so noisy i dont speak because i cant add to it, i just want quiet ",0,"sometimes head noisy dont speak cant add it, want quiet","sometimes my head is so noisy i dont speak because i cant add to it , i just want quiet","sometimes head noisy dont speak cant add it , want quiet"
1762,"i like to think that if we minnesotans had bought a new stadium for the vikings sooner, the child abuse wouldn't have happened.      ",1,"like think minnesotans bought new stadium vikings sooner, child abuse happened.","i like to think that if we minnesotans had bought a new stadium for the vikings sooner , the child abuse would n't have happened .","like think minnesotans bought new stadium vikings sooner , child abuse happened ."
1763,everything you could possibly need to know about the new pinterest analytics ,0,everything could possibly need know new pinterest analytics,everything you could possibly need to know about the new pinterest analytics,everything could possibly need know new pinterest analytics
1764,"i just love waking up to 16 messages, 7 snapchats, 4 miss calls! #not",1,"love waking 16 messages, 7 snapchats, 4 miss calls! #not","i just love waking up to 16 messages , 7 snapchats , 4 miss calls ! # not","love waking 16 messages , 7 snapchats , 4 miss calls ! # not"
1765,haha whoever made this was preaching #not #thot call me a #thot if you want to ,1,haha whoever made preaching #not #thot call #thot want,haha whoever made this was preaching # not # thot call me a # thot if you want to,haha whoever made preaching # not # thot call # thot want
1766,there is so much power in the words you speak be careful not to use guile because we are children of god and he does not curse at all! ,0,much power words speak careful use guile children god curse all!,there is so much power in the words you speak be careful not to use guile because we are children of god and he does not curse at all !,much power words speak careful use guile children god curse all !
1767,i just love apush....... #not #ready #for #school #emabiggestfansarianagrande #followmefrankie ,1,love apush....... #not #ready #for #school #emabiggestfansarianagrande #followmefrankie,i just love apush ....... # not # ready # for # school # emabiggestfansarianagrande # followmefrankie,love apush ....... # not # ready # for # school # emabiggestfansarianagrande # followmefrankie
1768,my favorite thing ever is when john farts when we're trying to fix a form.      ,1,favorite thing ever john farts we're trying fix form.,my favorite thing ever is when john farts when we 're trying to fix a form .,favorite thing ever john farts we 're trying fix form .
1769,i like sitting at central by myself #not ,1,like sitting central #not,i like sitting at central by myself # not,like sitting central # not
1770,my sick voice is doing wonderful things for my singing this morning #chapeltweet      ,1,sick voice wonderful things singing morning #chapeltweet,my sick voice is doing wonderful things for my singing this morning # chapeltweet,sick voice wonderful things singing morning # chapeltweet
1771,don't understand how someone can cheat / speak to so many people at once and not feel bad ,0,understand someone cheat / speak many people feel bad,do n't understand how someone can cheat / speak to so many people at once and not feel bad,understand someone cheat / speak many people feel bad
1772,i don't want friends that i have to speak to everyday so that they know that we're still friends ,0,want friends speak everyday know we're still friends,i do n't want friends that i have to speak to everyday so that they know that we 're still friends,want friends speak everyday know we 're still friends
1773,everyone seems really happy in my class today          ,0,everyone seems really happy class today,everyone seems really happy in my class today,everyone seems really happy class today
1774,great way to start my morning by failing a statistic quiz! #not good thing we have 3 drop quizzes,1,great way start morning failing statistic quiz! #not good thing 3 drop quizzes,great way to start my morning by failing a statistic quiz ! # not good thing we have 3 drop quizzes,great way start morning failing statistic quiz ! # not good thing 3 drop quizzes
1775,gonna start putting my boyfriend my man crush every monday to fit in ðÿ™ˆ #not #wegetthepoint #youhaveacrushonyourownboyfriend #longhashtags ,1,gonna start putting boyfriend man crush every monday fit ðÿ™ˆ #not #wegetthepoint #youhaveacrushonyourownboyfriend #longhashtags,gon na start putting my boyfriend my man crush every monday to fit in ðÿ™ˆ # not # wegetthepoint # youhaveacrushonyourownboyfriend # longhashtags,gon na start putting boyfriend man crush every monday fit ðÿ™ˆ # not # wegetthepoint # youhaveacrushonyourownboyfriend # longhashtags
1776,i just love when you act like thisðÿ˜… #not ,1,love act like thisðÿ˜… #not,i just love when you act like thisðÿ˜… # not,love act like thisðÿ˜… # not
1777,"good thing we didn't buy that holding mid we certainly don't need, eh?          ",0,"good thing buy holding mid certainly need, eh?","good thing we did n't buy that holding mid we certainly do n't need , eh ?","good thing buy holding mid certainly need , eh ?"
1778,enjoy all xd #exam #time #hard #days #try #to #top #not #to #pass #hahahaha ,1,enjoy xd #exam #time #hard #days #try #to #top #not #to #pass #hahahaha,enjoy all xd # exam # time # hard # days # try # to # top # not # to # pass # hahahaha,enjoy xd # exam # time # hard # days # try # to # top # not # to # pass # hahahaha
1779,ahhh political ads. awesome.      ,1,ahhh political ads. awesome.,ahhh political ads . awesome .,ahhh political ads . awesome .
1780,i like how everyone is tagging people on top people on top people on my ig #not ,1,like everyone tagging people top people top people ig #not,i like how everyone is tagging people on top people on top people on my ig # not,like everyone tagging people top people top people ig # not
1781,"aces. i'll speak to p. thinking about going away for chrissy, so may need to save up but one night won't hurt x ",0,"aces. i'll speak p. thinking going away chrissy, may need save one night hurt x","aces . i 'll speak to p. thinking about going away for chrissy , so may need to save up but one night wo n't hurt x","aces . i 'll speak p. thinking going away chrissy , may need save one night hurt x"
1782,"just home from uni and i'm knackered, have no energy to do anything. who'd of thought listening to people speak is so tiring #uod #nursing ",0,"home uni i'm knackered, energy anything. who'd thought listening people speak tiring #uod #nursing","just home from uni and i 'm knackered , have no energy to do anything . who 'd of thought listening to people speak is so tiring # uod # nursing","home uni i 'm knackered , energy anything . who 'd thought listening people speak tiring # uod # nursing"
1783,going to bed with these thoughts! yay bring on the nightmares ,1,going bed thoughts! yay bring nightmares,going to bed with these thoughts ! yay bring on the nightmares,going bed thoughts ! yay bring nightmares
1784,if i don't fuck with you just know i will not converse with you or speak to you so not even try to friendly ,0,fuck know converse speak even try friendly,if i do n't fuck with you just know i will not converse with you or speak to you so not even try to friendly,fuck know converse speak even try friendly
1785,everyone at home is so happy today. #not ,1,everyone home happy today. #not,everyone at home is so happy today . # not,everyone home happy today . # not
1786,i hold too much in yo everybody about self so speak on how i feel to sombody ,0,hold much yo everybody self speak feel sombody,i hold too much in yo everybody about self so speak on how i feel to sombody,hold much yo everybody self speak feel sombody
1787,i don't want to hear the lies so let's not speak at all...ðÿ˜” ,0,want hear lies let's speak all...ðÿ˜”,i do n't want to hear the lies so let 's not speak at all ... ðÿ˜ ”,want hear lies let 's speak all ... ðÿ˜ ”
1788,if you hear the way we speak to eachother you would never guess that we was together for so long the scruff ðÿ˜· ,0,hear way speak eachother would never guess together long scruff ðÿ˜·,if you hear the way we speak to eachother you would never guess that we was together for so long the scruff ðÿ˜·,hear way speak eachother would never guess together long scruff ðÿ˜·
1789,i don't talk to people who's my ops ðÿ˜‚ so don't get mad if we was boys nd we not speak nomoðÿ‘œ ,0,talk people who's ops ðÿ˜‚ get mad boys nd speak nomoðÿ‘œ,i do n't talk to people who 's my ops ðÿ˜‚ so do n't get mad if we was boys nd we not speak nomoðÿ ‘ œ,talk people who 's ops ðÿ˜‚ get mad boys nd speak nomoðÿ ‘ œ
1790,i just saw the lady from the book store who i had beef with and she would #not look at me! ðÿ’… ,1,saw lady book store beef would #not look me! ðÿ’…,i just saw the lady from the book store who i had beef with and she would # not look at me ! ðÿ ’ …,saw lady book store beef would # not look me ! ðÿ ’ …
1791,being at my house at night is fun #lol      ,1,house night fun #lol,being at my house at night is fun # lol,house night fun # lol
1792,thanks so much to for coming to speak at and for the advice on boosting my digital footprint ðÿ‘£ ,0,thanks much coming speak advice boosting digital footprint ðÿ‘£,thanks so much to for coming to speak at and for the advice on boosting my digital footprint ðÿ ‘ £,thanks much coming speak advice boosting digital footprint ðÿ ‘ £
1793,i wonder if you really do still speak to her but delete it proof so i can't see or am i just too used to cheating boys ,0,wonder really still speak delete proof can't see used cheating boys,i wonder if you really do still speak to her but delete it proof so i ca n't see or am i just too used to cheating boys,wonder really still speak delete proof ca n't see used cheating boys
1794,i love hearing things about me that i didn't know and aren't true! #not ,1,love hearing things know true! #not,i love hearing things about me that i did n't know and are n't true ! # not,love hearing things know true ! # not
1795,gotta love those random calls that you get from some random place in california  &lt;3  af #salty,1,gotta love random calls get random place california &lt;3 af #salty,got ta love those random calls that you get from some random place in california & lt ; 3 af # salty,got ta love random calls get random place california & lt ; 3 af # salty
1796,i'm just having the greatest luck tonight #not ðÿ‘œðÿ‘œðÿ‘œ ,1,i'm greatest luck tonight #not ðÿ‘œðÿ‘œðÿ‘œ,i 'm just having the greatest luck tonight # not ðÿ ‘ œðÿ ‘ œðÿ ‘ œ,i 'm greatest luck tonight # not ðÿ ‘ œðÿ ‘ œðÿ ‘ œ
1797,i just realized everyone in the lizzie mcguire movie are supposed to be 12. #yeahright,1,realized everyone lizzie mcguire movie supposed 12. #yeahright,i just realized everyone in the lizzie mcguire movie are supposed to be 12 . # yeahright,realized everyone lizzie mcguire movie supposed 12 . # yeahright
1798,"when things goes wrong, speak up the reason.. honest is always the best thing to do.. even that is truly painful to do so.. ",0,"things goes wrong, speak reason.. honest always best thing do.. even truly painful so..","when things goes wrong , speak up the reason .. honest is always the best thing to do .. even that is truly painful to do so ..","things goes wrong , speak reason .. honest always best thing do .. even truly painful so .."
1799,i love it so much when young guys know how to speak to adults. it's the most important trait to me. speak well to my parents and you win. ,0,love much young guys know speak adults. important trait me. speak well parents win.,i love it so much when young guys know how to speak to adults . it 's the most important trait to me . speak well to my parents and you win .,love much young guys know speak adults . important trait me . speak well parents win .
1800,good thing i really wanted to go to hc senior year.. #not ,1,good thing really wanted go hc senior year.. #not,good thing i really wanted to go to hc senior year .. # not,good thing really wanted go hc senior year .. # not
1801,gotta love the smell of a freshly combined skunk #not ðÿ‘ž ,1,gotta love smell freshly combined skunk #not ðÿ‘ž,got ta love the smell of a freshly combined skunk # not ðÿ ‘ ž,got ta love smell freshly combined skunk # not ðÿ ‘ ž
1802,if i played football this is what they would make me do #bodybychess via ,0,played football would make #bodybychess via,if i played football this is what they would make me do # bodybychess via,played football would make # bodybychess via
1803,"i have no friends to speak to on xbox cos my stupid controller, so im resorting to speaking to pizza hut. ",0,"friends speak xbox cos stupid controller, im resorting speaking pizza hut.","i have no friends to speak to on xbox cos my stupid controller , so im resorting to speaking to pizza hut .","friends speak xbox cos stupid controller , im resorting speaking pizza hut ."
1804,i just love having my body being a little boy's personal racing track! lolðÿ˜‘ #babysittingfun #not ,1,love body little boy's personal racing track! lolðÿ˜‘ #babysittingfun #not,i just love having my body being a little boy 's personal racing track ! lolðÿ˜ ‘ # babysittingfun # not,love body little boy 's personal racing track ! lolðÿ˜ ‘ # babysittingfun # not
1805,gonna be a fun day #not ,1,gonna fun day #not,gon na be a fun day # not,gon na fun day # not
1806,my daddy taught me how to love my haters my sista told me i should speak my mind my man made me feel so god damn finee #bey ,0,daddy taught love haters sista told speak mind man made feel god damn finee #bey,my daddy taught me how to love my haters my sista told me i should speak my mind my man made me feel so god damn finee # bey,daddy taught love haters sista told speak mind man made feel god damn finee # bey
1807,everybody be so quick to judge bt don't wanna speak on themselves ! ,0,everybody quick judge bt wanna speak !,everybody be so quick to judge bt do n't wan na speak on themselves !,everybody quick judge bt wan na speak !
1808,being half spanish and not being able to speak spanish is honestly so disappointing ,1,half spanish able speak spanish honestly disappointing,being half spanish and not being able to speak spanish is honestly so disappointing,half spanish able speak spanish honestly disappointing
1809,i would not expect this from #ichiro: ,0,would expect #ichiro:,i would not expect this from # ichiro :,would expect # ichiro :
1810,i love how when i text billy to ask him a question he doesn't even answer me. #not #werenotfriends ,1,love text billy ask question even answer me. #not #werenotfriends,i love how when i text billy to ask him a question he does n't even answer me . # not # werenotfriends,love text billy ask question even answer me . # not # werenotfriends
1811,i could teach u man &amp; milk but i must stand b4 god &amp; jesus &amp; give full account of every word i speak so ive learn to teach god &amp; jesus amen,0,could teach u man &amp; milk must stand b4 god &amp; jesus &amp; give full account every word speak ive learn teach god &amp; jesus amen,i could teach u man & amp ; milk but i must stand b4 god & amp ; jesus & amp ; give full account of every word i speak so ive learn to teach god & amp ; jesus amen,could teach u man & amp ; milk must stand b4 god & amp ; jesus & amp ; give full account every word speak ive learn teach god & amp ; jesus amen
1812,thank you ios 8 for deleting all my pictures i thank you from the bottom of my heart ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡  #pissedtfoff,1,thank ios 8 deleting pictures thank bottom heart ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ #pissedtfoff,thank you ios 8 for deleting all my pictures i thank you from the bottom of my heart ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ # pissedtfoff,thank ios 8 deleting pictures thank bottom heart ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ # pissedtfoff
1813,people says now days everybody is too busy...then how do they get so much time to speak rubbish and interfere in others life ??? ,0,people says days everybody busy...then get much time speak rubbish interfere others life ???,people says now days everybody is too busy ... then how do they get so much time to speak rubbish and interfere in others life ? ? ?,people says days everybody busy ... then get much time speak rubbish interfere others life ? ? ?
1814,i'm at a strip club &amp; i think this girl really really likes me! this could be the one!      ,1,i'm strip club &amp; think girl really really likes me! could one!,i 'm at a strip club & amp ; i think this girl really really likes me ! this could be the one !,i 'm strip club & amp ; think girl really really likes me ! could one !
1815,waoâœ¨!! i want to visit the usðÿ‡ºðÿ‡¸ i'm in japan ðÿ™œ so i can't speak english well...omg ðÿ˜« ,0,waoâœ¨!! want visit usðÿ‡ºðÿ‡¸ i'm japan ðÿ™œ can't speak english well...omg ðÿ˜«,waoâœ¨ ! ! i want to visit the usðÿ‡ºðÿ‡¸ i 'm in japan ðÿ™œ so i ca n't speak english well ... omg ðÿ˜ «,waoâœ¨ ! ! want visit usðÿ‡ºðÿ‡¸ i 'm japan ðÿ™œ ca n't speak english well ... omg ðÿ˜ «
1816,gotta love mondays #not ,1,gotta love mondays #not,got ta love mondays # not,got ta love mondays # not
1817,"if i don't make an effort to speak to you, you clearly don't mean shit to me, so if i do don't ruin itðÿ’ ",0,"make effort speak you, clearly mean shit me, ruin itðÿ’","if i do n't make an effort to speak to you , you clearly do n't mean shit to me , so if i do do n't ruin itðÿ ’ ","make effort speak you , clearly mean shit me , ruin itðÿ ’ "
1818,i feel so awkward when people start to speak to me in spanish and i have to tell them that i don't speak it ðÿ’† ,0,feel awkward people start speak spanish tell speak ðÿ’†,i feel so awkward when people start to speak to me in spanish and i have to tell them that i do n't speak it ðÿ ’ †,feel awkward people start speak spanish tell speak ðÿ ’ †
1819,these boys in my re class said that ari was hot but looks 10 so i said if she 10 then i'm a baby keep in mind i don't normally speak to boys,0,boys class said ari hot looks 10 said 10 i'm baby keep mind normally speak boys,these boys in my re class said that ari was hot but looks 10 so i said if she 10 then i 'm a baby keep in mind i do n't normally speak to boys,boys class said ari hot looks 10 said 10 i 'm baby keep mind normally speak boys
1820,i didn't know how to spell it so i used my speak to type thing and that's what it came up with ,0,know spell used speak type thing that's came,i did n't know how to spell it so i used my speak to type thing and that 's what it came up with,know spell used speak type thing that 's came
1821,i can speak to siri in french this is so exciting ,0,speak siri french exciting,i can speak to siri in french this is so exciting,speak siri french exciting
1822,when you're so drunk you forget how to speak ,0,drunk forget speak,when you 're so drunk you forget how to speak,drunk forget speak
1823,"i didn't organize the event, so i will not speak to it. ask event organizers. ",0,"organize event, speak it. ask event organizers.","i did n't organize the event , so i will not speak to it . ask event organizers .","organize event , speak it . ask event organizers ."
1824,illinois (finally) has legalized medical cannabis use - #hot #cool or #not? #cannabis #marijuanapics #weedporn ,1,illinois (finally) legalized medical cannabis use - #hot #cool #not? #cannabis #marijuanapics #weedporn,illinois ( finally ) has legalized medical cannabis use - # hot # cool or # not ? # cannabis # marijuanapics # weedporn,illinois ( finally ) legalized medical cannabis use - # hot # cool # not ? # cannabis # marijuanapics # weedporn
1825,i love my coworkers and my job      ,1,love coworkers job,i love my coworkers and my job,love coworkers job
1826,i'm glad i know how to do this chemistry homework      ,1,i'm glad know chemistry homework,i 'm glad i know how to do this chemistry homework,i 'm glad know chemistry homework
1827,commerce insurance is expensive for no fucking reason #thx4thehelp #not,1,commerce insurance expensive fucking reason #thx4thehelp #not,commerce insurance is expensive for no fucking reason # thx4thehelp # not,commerce insurance expensive fucking reason # thx4thehelp # not
1828,great person you are. ðÿ˜‚ #not ,1,great person are. ðÿ˜‚ #not,great person you are . ðÿ˜‚ # not,great person are . ðÿ˜‚ # not
1829,i'd rather not speak to anyone other than myslef now so plz ,0,i'd rather speak anyone myslef plz,i 'd rather not speak to anyone other than myslef now so plz,i 'd rather speak anyone myslef plz
1830,gotta love the 8am morning class! #not but i'm done for the day now! #win,1,gotta love 8am morning class! #not i'm done day now! #win,got ta love the 8am morning class ! # not but i 'm done for the day now ! # win,got ta love 8am morning class ! # not i 'm done day now ! # win
1831,i love it when you wash your vehicle in 5 minutes later a bug splatters all over yiur windshield. gosh i love that shit.#not,1,love wash vehicle 5 minutes later bug splatters yiur windshield. gosh love shit.#not,i love it when you wash your vehicle in 5 minutes later a bug splatters all over yiur windshield . gosh i love that shit. # not,love wash vehicle 5 minutes later bug splatters yiur windshield . gosh love shit. # not
1832,if i have to wait for your iffy ass to speak to me first so that that i know were on cool terms or not were not friends. ,0,wait iffy ass speak first know cool terms friends.,if i have to wait for your iffy ass to speak to me first so that that i know were on cool terms or not were not friends .,wait iffy ass speak first know cool terms friends .
1833,i wish my muse would speak to me when i'm not so busy! ,0,wish muse would speak i'm busy!,i wish my muse would speak to me when i 'm not so busy !,wish muse would speak i 'm busy !
1834,ever thought we were probably under pressure to do so regarding ffp and stadium cost. just get real. maybe speak to paul barber ,1,ever thought probably pressure regarding ffp stadium cost. get real. maybe speak paul barber,ever thought we were probably under pressure to do so regarding ffp and stadium cost . just get real . maybe speak to paul barber,ever thought probably pressure regarding ffp stadium cost . get real . maybe speak paul barber
1835,i can listen to gary neville speak all day the guy speaks so much sense ,0,listen gary neville speak day guy speaks much sense,i can listen to gary neville speak all day the guy speaks so much sense,listen gary neville speak day guy speaks much sense
1836,i love the smell of burning toast stinking up the whole office in the morning. #lies  #cubefarm ,1,love smell burning toast stinking whole office morning. #lies #cubefarm,i love the smell of burning toast stinking up the whole office in the morning . # lies # cubefarm,love smell burning toast stinking whole office morning . # lies # cubefarm
1837,"so...... courage. that's it, apparently. having the courage to speak up profressionally ... ",0,"so...... courage. that's it, apparently. courage speak profressionally ...","so ...... courage . that 's it , apparently . having the courage to speak up profressionally ...","so ...... courage . that 's it , apparently . courage speak profressionally ..."
1838,"if the new apple pay system delivers on its promise, financial transactions will be revolutionise ",1,"new apple pay system delivers promise, financial transactions revolutionise","if the new apple pay system delivers on its promise , financial transactions will be revolutionise","new apple pay system delivers promise , financial transactions revolutionise"
1839,everyone freaked out and thought i wasn't coming to class today #yeahright ,1,everyone freaked thought coming class today #yeahright,everyone freaked out and thought i was n't coming to class today # yeahright,everyone freaked thought coming class today # yeahright
1840,when u speak about your relationship in a bad way on the internet your inviting others to give there opinion. so bitch don't be mad ! ,0,u speak relationship bad way internet inviting others give opinion. bitch mad !,when u speak about your relationship in a bad way on the internet your inviting others to give there opinion . so bitch do n't be mad !,u speak relationship bad way internet inviting others give opinion . bitch mad !
1841,had a nice naptime with today #partyinmybedroom #not #werelosers ,1,nice naptime today #partyinmybedroom #not #werelosers,had a nice naptime with today # partyinmybedroom # not # werelosers,nice naptime today # partyinmybedroom # not # werelosers
1842,i'd be more than happy to speak to the press lol! so bloody what your just happy your man is home! spiteful people ,0,i'd happy speak press lol! bloody happy man home! spiteful people,i 'd be more than happy to speak to the press lol ! so bloody what your just happy your man is home ! spiteful people,i 'd happy speak press lol ! bloody happy man home ! spiteful people
1843,bluff me easily judging frm ur eng -.- n hansol can speak fluent eng so it's quite obvious that the acc doesnt belong to him but i just - ,0,bluff easily judging frm ur eng -.- n hansol speak fluent eng quite obvious acc doesnt belong -,bluff me easily judging frm ur eng -.- n hansol can speak fluent eng so it 's quite obvious that the acc doesnt belong to him but i just -,bluff easily judging frm ur eng -.- n hansol speak fluent eng quite obvious acc doesnt belong -
1844,couldn't be anymore exhausted but i can't sleep! fantastic. ,1,anymore exhausted can't sleep! fantastic.,could n't be anymore exhausted but i ca n't sleep ! fantastic .,anymore exhausted ca n't sleep ! fantastic .
1845,biology &amp; geometry test tomorrow.. yay! #not ðÿ˜’ ,1,biology &amp; geometry test tomorrow.. yay! #not ðÿ˜’,biology & amp ; geometry test tomorrow .. yay ! # not ðÿ˜ ’,biology & amp ; geometry test tomorrow .. yay ! # not ðÿ˜ ’
1846,i love my grade in photojournalism... #not ,1,love grade photojournalism... #not,i love my grade in photojournalism ... # not,love grade photojournalism ... # not
1847,i just love having grungy ass hairðÿ˜‘ #not ,1,love grungy ass hairðÿ˜‘ #not,i just love having grungy ass hairðÿ˜ ‘ # not,love grungy ass hairðÿ˜ ‘ # not
1848,can't wait to do a whole lot of nothing today... #not ,1,can't wait whole lot nothing today... #not,ca n't wait to do a whole lot of nothing today ... # not,ca n't wait whole lot nothing today ... # not
1849,a great way to make friends is to spam the entire student body about your dumb survey... #not ,1,great way make friends spam entire student body dumb survey... #not,a great way to make friends is to spam the entire student body about your dumb survey ... # not,great way make friends spam entire student body dumb survey ... # not
1850,i mean if kids just held still when you beat them maybe their scrotums wouldn't get hit.  smh ,1,mean kids held still beat maybe scrotums get hit. smh,i mean if kids just held still when you beat them maybe their scrotums would n't get hit . smh,mean kids held still beat maybe scrotums get hit . smh
1851,"if you choose to speak with someone i have blocked, please be so kind as to remove my name. thank you. ",0,"choose speak someone blocked, please kind remove name. thank you.","if you choose to speak with someone i have blocked , please be so kind as to remove my name . thank you .","choose speak someone blocked , please kind remove name . thank you ."
1852,forcing my family members to facetime so i can speak to my dog. #college ,0,forcing family members facetime speak dog. #college,forcing my family members to facetime so i can speak to my dog . # college,forcing family members facetime speak dog . # college
1853,just this week i think. do you want me to put you in touch so you can speak with the guy? ,0,week think. want put touch speak guy?,just this week i think . do you want me to put you in touch so you can speak with the guy ?,week think . want put touch speak guy ?
1854,i just love when kids come in to get their #teeth cleaned after eating #cheetos or #oreos...said no #dentalhygienist ever!  #humor ,1,love kids come get #teeth cleaned eating #cheetos #oreos...said #dentalhygienist ever! #humor,i just love when kids come in to get their # teeth cleaned after eating # cheetos or # oreos ... said no # dentalhygienist ever ! # humor,love kids come get # teeth cleaned eating # cheetos # oreos ... said # dentalhygienist ever ! # humor
